,shopcode,shopname,shoplat,shoplng
3778,k5ye,日十早午食 (雲林虎尾店),23.7078143,120.4369329
3779,cpxi,好客雞肉飯無刺虱目魚專賣店 (新北蘆洲店),25.09126742,121.4626487
3780,m0zc,晨間廚房 (北港華勝店),23.57921976,120.29815938
3781,f1i7,Good味好食快炒店 (蘆洲信義店),25.0841277,121.4793348
3782,r5lp,四海豆漿大王,24.9010597,121.0453984
3783,e1kg,八方雲集 (高雄鼎中店),22.66808212,120.31982315
3784,y8qq,迷客夏 Milksha (苗栗頭份建國店),24.6965893,120.9034245
3785,q6hv,50嵐 (新北八里店),25.14733873,121.3993816
3786,uukl,麥味登 (鳳山大東店),22.6203561,120.3601283
3787,j1xm,沈家涼麵,25.0667635,121.6364318
3788,al1s,酒串廠,25.17252379,121.43990892
3789,vyv5,金三角南洋風味小館,24.86737431,120.99365
3790,vvjj,蓁寶早午餐,23.05002361,120.1814588
3791,tktx,台南土城百年老店 (宏蕎),23.0657598,120.1312714
3792,i9ly,火鍋郎 Hot Pot Lang竹北縣政店,24.8282496,121.0086462
3793,fbsl,真禾家無肉蔬食早午餐,24.1465827,120.6683702
3794,yon3,東信傳統專賣,24.6970165,120.9055202
3795,pbei,霸王功夫雞專門店 (台中東海店),24.18124739,120.58747373
3796,jtn1,華圓池上飯包 (草屯虎山店),23.97847097,120.68579265
3797,c5yi,舞茶風 (高雄二苓店),22.565515,120.3496
3798,e8jv,好再來炒飯麵米粉湯滷肉飯便當台式特色小吃,25.0524607,121.466833
3799,dx2p,士東切仔麵各式小菜,25.1119583,121.5282737
3800,e3dr,美利河美式越南料理(竹北文田店),24.8299554,121.01526286
3801,ylzk,Eat some 吃點,24.8272789,121.03036654
3802,p4lo,口力口咖啡 (東區仁和店),22.9762504,120.2305015
3803,mxvp,內壢甜 Nei Li Dessert,24.97934095,121.25093115
3804,d8nc,拉亞漢堡 (竹北縣政店),24.82536706,121.00942975
3805,xj1f,晞晞鬆餅 (中和興南店),24.9887168,121.51004298
3806,gwha,哦嗨喲布朗趣 (水碓店),25.17793998,121.44294446
3807,u1b6,全盛飯麵館,24.64786535,121.8284479
3808,qyp7,森波 Simple Food (台北小巨蛋店),25.0523044,121.5541544
3809,ru6t,奉餡・汁心餃子,24.7975399,120.9981959
3810,gjfx,初軒餅舖,25.0448232,121.56881977
3811,t3ns,八方雲集 (基隆源遠店),25.09831469,121.75002609
3812,e6dv,50嵐 (輔大店),25.0316411,121.43387005
3813,nkyw,山海園碳烤,23.02015261,120.26214747
3814,y6ua,台灣第一家鹽酥雞 (高雄鳳山店),22.6452904,120.35014363
3815,d8o0,早食雞Brunch (淡水北新店),25.18025,121.44797999
3816,n1gk,芭比Q現切水果,24.8259772,121.0092653
3817,o7bo,鍋醬小火鍋 (高雄軍校店),22.70900051,120.29308633
3818,pt8q,Yours&Mine你的我的,25.0429457,121.4256383
3819,r4mf,茶御品飲料．剉冰專賣,24.4052806,120.6452315
3820,c76o,Q Burger 早午餐 (高雄大昌店),22.6515538,120.3304885
3821,b3qv,五國真湯 (高雄過勇店),22.5852625,120.3626823
3822,fga5,豆豆先生與他的阿肥 咖啡專門店,25.12885416,121.72314914
3823,v8aw,禾孟壽司坊 (文興店),24.8120551,121.0250936
3824,pznp,早安美芝城 (新莊化成概念店),25.0536567,121.4662593
3825,h2zg,三清洞韓食 (新北新莊店),25.03379365,121.44952481
3826,xhdh,TEA'S原味 (汐止忠孝店),25.06981215,121.665165
3827,mcn6,非常好吃鍋燒麵 (淡水北新店),25.17738513,121.448445
3828,y4cl,阿義炒飯,25.0688183,121.4920102
3829,zsi7,炭樂燒烤飯食 (台北南科店),25.0556847,121.61052664
3830,z4mw,清心福全 (淡水新市政店),25.1847487,121.44428759
3831,a9yg,藏室Hidden Burger,25.17156957,121.44480733
3832,c2pe,福勝亭 (新北板橋店4643),25.0095289,121.461273
3833,m1ew,牛脾氣牛排館 (新北三重店),25.06350745,121.48357291
3834,nk7i,迷客夏 Milksha (嘉義頭橋店),23.52326875,120.43965969
3835,qzu1,郭記牛肉食堂,24.9596183,121.1642202
3836,a7bk,50嵐 (中壢福州店),24.96861346,121.2353534
3837,xwi4,拿坡里 (林園店8440),22.5061593,120.3936808
3838,f8ne,清心福全 (龍潭中原店),24.83338148,121.19392081
3839,vnvj,肯德基KFC甜點專賣店 (台南成大店),22.99608528,120.2208878
3840,iosw,米本精緻餐盒,25.0549655,121.5312671
3841,l2zo,這鍋我背 (台中東海店),24.18095319,120.58981551
3842,r7v6,麥當勞 (S549 永康永大店),23.01566805,120.2635355
3843,d7at,八方雲集 (虎尾光復店),23.70999908,120.44000244
3844,gomy,good timing 鍋台銘時尚湯鍋,24.9081018,121.15485685
3845,d48b,2121 café,25.0616302,121.20087734
3846,f5rz,早安美芝城 (大村活力中正東店),23.9942693,120.5820516
3847,l4lr,泉心朝食所,24.02660495,120.54252235
3848,t3kn,法黑孚甜點店,23.567335,120.30116809
3849,du1f,街口香排骨酥,25.0797429,121.4859206
3850,rklq,茂記豬腳飯,25.0231725,121.41441883
3851,uro7,勝博殿 (環球購物中心桃園A8),25.05970254,121.36964065
3852,fy43,Next Stop+手作料理,24.83263681,121.01010977
3853,z2jh,蘋果美食之家水果小舖,25.06570175,121.49216071
3854,v5w9,初肉快一點,22.62184894,120.3008654
3855,p3sk,台茶1号 (大雅民生店),24.2271194,120.6494512
3856,z4hy,鮮天下 (基隆麥金店),25.12525765,121.7195445
3857,e7jz,吳家紅茶冰 (大寮萬丹店),22.61389923,120.40599823
3858,yyu6,耍廢茶飲品 (台中逢甲大學店),24.1799026,120.6463763
3859,qsrb,戰鬥雞-油雞/醉雞 輕食 (台南歸仁店),22.9668312,120.2933725
3860,rb5m,鮮炒飲食,24.71068685,120.92118818
3861,t4dv,悟饕池上飯包 (台南仁德店),22.9701824,120.2560046
3862,xr9t,鹿港洪爌肉飯 (台中大墩店),24.1593858,120.6521379
3863,n47y,Tea's原味 (彰化永樂店),24.0768136,120.5405352
3864,eob8,朱家古早湯飯,22.7294478,120.32214435
3865,b0ht,永和豆漿 (新北新莊店),25.0312075,121.43406145
3866,pcua,三分春色 (林園文化店),22.5066003,120.3937703
3867,ysjr,蔓蔓蒔光,23.9848846,121.6220609
3868,r2nr,文家牛肉麵,24.7970297,120.97603515
3869,u0u9,百盒子,24.1443852,120.64759
3870,jrk8,傻師傅湯包,24.8151278,121.0281324
3871,h5is,早菜單蔬食手作,23.0066526,120.2318431
3872,m2yj,盧家 手作美食,25.17005364,121.43973005
3873,kfiq,圃田禾味早午餐,23.4894634,120.4651116
3874,r7h5,麵線糊了 (新竹竹北店),24.8337536,121.0111601
3875,v6yr,易牙妙手麵飯館 (台北中山店),25.05089284,121.52197015
3876,jkna,That's ok 괜찮아 韓式餐酒館,25.0882798,121.4608186
3877,thas,黑浮咖啡 (JR東日本大飯店台北店),25.05181685,121.5414799
3878,z4ht,大苑子 (台中向心南店),24.13689995,120.64399719
3879,ztzh,野藤島咖哩 (東區建功店),24.797108,120.9996319
3880,xs6b,八方雲集 (觀音成功店),25.0530239,121.1201369
3881,zksu,蔡家鮪魚飯湯,22.648932,120.31680323
3882,vdv7,Joyfull Express (高雄新楠店),22.73632821,120.33089858
3883,cnzn,92度半咖啡 (雲林虎尾號),23.7118163,120.432332
3884,fehr,御宴北平烤鴨,22.7093577,120.2923359
3885,k7dr,尚有味燒烤,24.42939618,118.31587213
3886,nql6,岩語茶 (苗栗後龍店),24.61479768,120.78745319
3887,v4nd,維尼早午餐,23.4735822,120.4634563
3888,u2kj,新美興日常茶飲,22.6688424,120.5999677
3889,zuxj,虎嗑,23.703456,120.547384
3890,f3de,香府鄉城,24.1822914,120.5909929
3891,jpqx,山崎屋咖哩 (新竹光華店),24.7896283,120.9282849
3892,e1rx,廣達素食自助餐,24.18173185,120.58406077
3893,z8bp,閣樓麵館,25.1234806,121.74279786
3894,bjki,霸王功夫雞專門店 (桃園青埔店),25.00825575,121.20266495
3895,z1do,John手作蔬食,24.07470415,120.5409875
3896,cs2f,72度C舒肥健康餐 (台南文賢店),23.0176801,120.1933779
3897,eojc,丸味握飯糰,22.6033978,120.3353208
3898,xm42,金門日日香 炸雞店 (啟自1991年),24.98568246,121.46908315
3899,yfux,小笠原カツ丼飯屋 (基隆新豐店),25.1359248,121.7876511
3900,rm0x,重慶江湖菜,24.4227608,118.32878089
3901,i3qh,妙阿姨古早味粉漿蛋餅 (虎尾店),23.7023079,120.42514027
3902,hj3j,Aposo 艾波索法式甜點 (永和永安店),25.0017281,121.5103175
3903,q296,炒作,24.6938978,120.9132921
3904,j4ao,夯仔內麵食館 (高雄旗山店),22.8853665,120.482046
3905,cg13,呷尚寶 (汐止連興店),25.0614134,121.6539867
3906,l3kg,三商鮮五丼 (西門店 4806),25.0429827,121.504625
3907,o03h,吳家紅茶冰 (芬園芬草店),24.01355207,120.6287553
3908,d5hv,拉亞漢堡 (永康民族店),23.0056868,120.26927185
3909,gj9l,共禾輕食健康餐 (內湖瑞光店),25.076021,121.575818
3910,p1qc,譚家手工麵館,23.0157408,120.2446068
3911,wk0j,兩津芙蓉蛋塔專門店 (向上店),24.14674417,120.66005088
3912,f5yn,弘爺漢堡 (新竹十興店),24.82327911,121.02682918
3913,z7eq,Pizza Hut必勝客 (新竹經國店),24.81010469,120.96164278
3914,a6tx,喝呵呵,25.0642771,121.43348795
3915,r3uh,藍海新食感料理,24.8587803,121.2175786
3916,f1hv,喫茶小舖 (台中向心南店),24.1374905,120.6439532
3917,k3cu,兩餐두끼韓國年糕火鍋 (台北重慶店),25.0590408,121.5139704
3918,q2si,大中華粥麵館 (中壢元化店),24.9623484,121.2222365
3919,d0ma,Morning醬雞蛋糕,25.07534556,121.38430335
3920,crz5,幸福鍋貼 (台南金華店),22.98182803,120.19156688
3921,cfby,靦公主羹湯,24.9861695,121.520331
3922,gagz,麥味登 (新竹女中店),24.8064521,120.9747016
3923,jqsz,岡山大娘水餃,22.7977678,120.2867004
3924,b9oc,元氣早午餐 (歸仁中山店),22.96691217,120.29311838
3925,mr5y,城隍連記,24.80464249,120.96538066
3926,qem7,呷尚寶 (屏東林森店),22.67101432,120.49886385
3927,rkqm,祖 羊肉羹,23.9645646,120.9636894
3928,a6ch,WOODY MOMMY 茶飲咖啡吧,24.9707391,121.44031475
3929,lzvk,叫鴨薑母鴨 (薑母鴨小火鍋),24.175223,120.6388729
3930,i5tc,前鎮腿庫飯(前鎮店),22.591012,120.308089
3931,z490,滿食尚蔬食茶飲,22.9897955,120.19240045
3932,j252,金醬府 (3號店),23.56747598,119.57264904
3933,iuyd,人从众厚切牛排 (永和民生店),24.9965434,121.5216808
3934,qob2,霸王功夫雞專門店 (基隆復興店),25.14436903,121.72592
3935,a3ol,Best Pizza,25.162327,121.457616
3936,tzsx,橘太郎爆漿雞蛋糕 (中壢興仁店),24.96815,121.2626646
3937,xiv6,佩佩越式美食館,25.0246867,121.47035002
3938,pfb2,COMEBUY (八里中山店),25.147029,121.3987997
3939,t65t,悟饕池上飯包 (台南裕信店),22.98442825,120.24503229
3940,vle3,洋咖逼 (台中三民店),24.14165065,120.6786609
3941,e8tg,健人餐廚-健康餐 (高雄中正店),22.6314667,120.30819707
3942,b7ky,弈早廚房 (屏東香揚店),22.66484115,120.51191016
3943,mtv2,鴨香煲 (台北四平店),25.0535785,121.5308881
3944,yevu,千香漢堡 (永康正義店),23.0293765,120.2552647
3945,k8xq,阿成拉仔麵&江記木桶窯烤雞,23.93865995,120.55909295
3946,ftd0,巴豆夭平價小火鍋 (草衙佛德店),22.5761403,120.3232262
3947,pwys,莊粥舖澳門水蟹粥,25.0630602,121.6539983
3948,v3sw,越南小南國食館,25.0200587,121.4229096
3949,jnu8,Juju好食晨平價早午餐,24.16996618,120.7332045
3950,ob2x,蝦味鮮活蝦料理,25.05005768,121.57588728
3951,op2e,滿溢火鍋 (台南安南店),23.0421454,120.1873517
3952,j1ki,阿添腸蚵麵線,24.96395535,121.51522976
3953,cwc7,夏木川台灣茶飲 (高雄後昌店),22.720303,120.312471
3954,h3jz,歐浮找餐 (竹北勝利店),24.82604783,121.0302992
3955,zlqn,蒔光紅茶 ONDAY,25.0076133,121.46737
3956,s9lw,虎記涼麵,25.03478495,121.4463594
3957,qpyn,吳家紅茶冰 (台東漢陽店),22.75225894,121.13186567
3958,scuc,女王御廚,24.9296758,121.2863883
3959,d6sz,麥當勞 (S204 虎尾新興店),23.7095624,120.43445785
3960,wm9z,巧食雞串燒一店,24.1813866,120.5873443
3961,cf5h,老媽麵店,25.13798029,121.74060835
3962,d4xs,陳家古早味炒麵,24.18255665,120.70044425
3963,f6jv,清心福全 (大園中正東店),25.06322152,121.1999321
3964,b2kz,清心福全 (永和中正店),24.991505,121.5238316
3965,y2qj,異人館 (台中永春店),24.1423774,120.63374988
3966,arhz,金圓堡快速早午餐,22.6540852,120.31923827
3967,k4hn,八里懶人食堂,25.14640279,121.3984244
3968,pdes,老滷班滷味店,22.5907395,120.3250109
3969,b8va,豪客來魷魚焿,25.05859947,121.43099976
3970,d9qj,海老客創意活蝦料理,25.0617997,121.46461062
3971,wf9a,魔飯生炸物便當 (南勢店),24.5310237,120.80142566
3972,alw0,丹堤咖啡 (東海大學店),24.1793323,120.6017566
3973,ajez,甘蔗の媽媽 (屏東竹田店),22.5863137,120.5447755
3974,f2xx,33 SAR PIZZA,24.1455237,120.7245116
3975,d2js,老四川巴蜀麻辣燙 (公益店),24.15085615,120.6552999
3976,taxa,吳記炒麵鍋貼,24.1741467,120.61388879
3977,bleo,Mowan港式串烤雞蛋仔 (新莊六一貳),25.0366536,121.4432283
3978,k7nz,A-bao house (溪湖平和店),23.9590852,120.4795665
3979,sreu,來客早午餐LIKE BRUNCH,23.9905974,121.5956427
3980,r3um,A-bao 早午餐 (高雄正豐店),22.6420776,120.3313552
3981,v2my,紅燈籠小館,25.02570825,121.4188798
3982,o6kb,麵朝 (竹北博愛店),24.83386575,121.0070401
3983,ef6f,晴天寶寶韓式雞蛋糕,24.0319505,120.4980698
3984,ec5j,星島海南雞飯 (新北蘆洲店),25.0835168,121.4610393
3985,kw90,武鰻,23.083645,120.2949855
3986,z8v5,柚子花花客家菜 (環球購物中心桃園A19),25.0019622,121.2021948
3987,a5tg,開源社香雞排 (新北三民店),25.01167045,121.47878251
3988,wpvp,七盞茶 (新店安康店),24.9597324,121.5104231
3989,b8gm,258號熱炒便當,24.98521891,121.44300423
3990,eryw,呷尚寶 (員林和平店),23.9625199,120.576531
3991,o89p,御品香蘭陽肉捲,24.82581605,121.7728778
3992,y7es,九湯屋日式拉麵 (三重重陽店),25.05852355,121.48677855
3993,s7kw,吳家紅茶冰 (虎尾民權店),23.7100808,120.4361002
3994,b2cm,金吉利牛肉麵、金如意川味牛肉麵,25.0408101,121.45731525
3995,x9kr,九湯屋日式拉麵 (台南麻豆店),23.18229403,120.25146035
3996,tix7,肯德基KFC炸雞廚房 (中壢環中東店),24.9634617,121.25693085
3997,b2xp,樂錡早午餐,24.934184,121.28012896
3998,khj2,麥味登 (麻豆博愛店),23.18372365,120.25089275
3999,o3rg,蕃茄村早午餐 (楠梓土庫店),22.73873655,120.33072849
4000,a5vt,波里手作早午餐,23.48329926,120.45600128
4001,e3yl,弘爺漢堡 (蒙福店),24.02724975,120.54467915
4002,d8jt,喜得炭火燒三明治 (台南建平店),22.9901352,120.1688533
4003,lhnq,晨間廚房 (斗六上海店),23.71299784,120.53924135
4004,a4yb,TEATOP 第一味 (忠明南店),24.1383991,120.65736204
4005,vdp3,先喝道 (彰化溪湖加盟店),23.9629789,120.4807055
4006,yj13,植素拾光無國界素食料理,24.15192215,120.65139575
4007,b0qa,麥當勞 (S72 苗栗光復店),24.55222131,120.81625829
4008,p0ya,雅之林早餐店,24.959346,121.51333
4009,hwiy,Louisa 路易莎 (淡水新市店),25.1828246,121.4461166
4010,sc6h,菓點子 (新北淡水店),25.1832033,121.44444944
4011,qdlq,宏翻天川菜海鮮餐廳,23.9679229,120.970201
4012,tprn,三分春色 (前鎮草衙店),22.577744,120.3232004
4013,y13y,鄒家美食,24.9641945,121.22013856
4014,qsrl,挑食麵。麵,24.25118965,120.7059874
4015,ci6i,莫寧早午餐,24.8666603,121.214943
4016,hu0d,早點相遇,22.6201363,120.3756937
4017,iffr,禾記燒肉飯,24.9022954,121.2745777
4018,yoxu,八方雲集 (新店康民店),24.96454409,121.51533559
4019,gruz,三羹半夜,24.93604087,121.256274
4020,jc2q,豚將日本拉麵 (雲林斗六店),23.70548716,120.53481401
4021,fe07,食杦坊現炒,24.1874875,120.5948392
4022,b4zb,大碗公冰·甜品 (新竹竹北店),24.8338597,121.0280077
4023,a499,黃家粽子專賣,23.029861,120.213345
4024,c8s0,鹿鹿廚房 (台中沙鹿店),24.22180931,120.57832766
4025,fpfs,愛麵族,25.06495714,121.63324465
4026,y6on,富士達人日本拉麵 (台南東寧店),22.98932659,120.23051335
4027,r7bh,緩茶 Slow Tea (勤美美村店),24.15386147,120.66175711
4028,d3yb,艾香越南美食館,25.05505895,121.5391153
4029,k5va,吾皇大大「朕的鍋物」,25.0441092,121.4531143
4030,a3xq,歡璽早午餐,25.02495481,121.42305285
4031,m521,阿鑾蚵嗲炸粿,24.9945085,121.3375452
4032,n8tq,豪記東山鴨頭 (淡水店),25.1704253,121.4470249
4033,febh,竹間精緻鍋物 (竹北中華店),24.8371481,121.00520731
4034,m8g2,台北大腸麵線,23.5716537,119.5735898
4035,t43k,阡陌一舍 UNS,22.6214717,120.2817067
4036,v5h1,紅茶老爹 (林園文化店),22.5069799,120.3941629
4037,d4qs,冰工廠,24.96198758,121.2280509
4038,t2nl,麻丹辣麻辣滷味(竹北店),24.83607345,121.00749185
4039,v5vr,甘蔗の媽媽 (屏東潮州店),22.55370354,120.5406804
4040,v6qz,三商鮮五丼 (新莊中正店 4835),25.0353805,121.4490811
4041,nzpi,21PLUS、21風味館 (西屯寶慶店),24.17115847,120.64745203
4042,ywjl,豐當歸鴨（永康中正店）,23.04078023,120.23791785
4043,oe8q,紅火重慶酸辣粉,24.9161795,121.1854494
4044,d7vw,天利食堂 (苗栗頭份店),24.6916617,120.90287087
4045,y9qm,Pizza Hut必勝客 (板橋中山店),25.0168773,121.47929748
4046,bwz4,軍茶 (內埔光明店),22.6161654,120.5720654
4047,z062,阿嬤ㄟ灶咖,24.0281169,120.54501
4048,y15l,定食8 (淡新家樂福店),25.18809773,121.44376269
4049,a1ki,兩支北方麵食館 (新莊龍安店),25.01941125,121.42167865
4050,j1gw,傳家牛肉麵,23.87246418,120.52767105
4051,b6vo,鐵板城便當 (新北三重文化店),25.0665434,121.4986634
4052,bynj,拉亞漢堡 (苗栗育賢店),24.5698736,120.8195724
4053,grzd,清心福全 (彰化鹿港二店),24.06090205,120.4326509
4054,ua7p,大三鮮、無刺虱目魚、古早味小吃、海鮮粥、滷肉飯、蚵仔煎,25.0589486,121.494192
4055,d2zx,榛甜早午餐,25.01955783,121.46256075
4056,uwds,老王原汁牛肉麵 (中和自立店),24.9937353,121.5220524
4057,r4ii,蘋果203早午餐 (宜蘭礁溪店),24.82351,121.7705899
4058,b1wd,ㄚ爸ㄟ水煎包,25.0511928,121.4659789
4059,adam,Pasta Hut義大利麵 (高雄大社店),22.7320286,120.348094
4060,xlq1,瑞麟美而美 (亨旺店),22.614239,120.299447
4061,vb19,十分好吃,24.1531819,120.6778943
4062,lwl5,咖啡香,22.5099955,120.3923541
4063,s9oi,艾特找餐 eat coffee & brunch,23.965748,120.4838884
4064,hzds,Pasta Hut義大利麵 (八里外送店),25.1473258,121.4024859
4065,a0iq,咖哩食堂,24.2577816,120.7138949
4066,f9fh,弘爺漢堡 (雲林東仁店),23.7147661,120.438945
4067,gqfz,海口大飯店,24.6752649,120.8631345
4068,qt4p,吃飽飽飯糰 (花蓮重慶店),23.9702949,121.6054311
4069,pare,喜汁汁小籠湯包,25.1705052,121.4439477
4070,e4nu,早餐在這早午餐 (桃園八德店),24.96134817,121.29564734
4071,o3ku,早安飯糰,24.1060163,120.6258539
4072,ai0w,滿點鮮蝦扁食,22.7112964,120.2940041
4073,o08d,Pasta Hut義大利麵 (基隆復興店),25.1444115,121.7259644
4074,vt6z,開伙臭臭鍋 鐵板沙威瑪,25.0678013,121.625305
4075,utm8,雋(早午餐、刈包、鍋燒、飯、炸物、飲料),22.96001573,120.2869354
4076,bf7k,上禾佳包子饅頭專賣店 (楊梅大成店),24.907911,121.1457143
4077,bpsh,泰食膳風味料理 (泰平盛世),23.4765886,120.452476
4078,vcq1,冰澄綠豆沙,25.0626081,121.49527638
4079,d4ht,天仁喫茶趣 餐點 (竹南店),24.71594864,120.9203168
4080,yp7f,好吃雞海南雞飯 (新莊新泰店),25.0342923,121.4495511
4081,sucb,鳴師傅湯包店,22.722804,120.2772923
4082,kbgw,快樂生活餐館,24.9952855,121.4243794
4083,z5ci,烏弄 (新莊幸福店),25.04948586,121.4584519
4084,c61u,樂麥咖啡,23.74709153,120.25222709
4085,s2zy,小鳳越南美食 (高雄華夏店),22.6840826,120.30937551
4086,x2m4,Pizza Hut必勝客披薩專賣店 (桃園大園店),25.062386,121.2019412
4087,y2vv,楊家,25.08282642,121.56666211
4088,g1pz,金子半之助 (MITSUI OUTLET PARK 台南),22.92570797,120.28718417
4089,j5ki,鵝博士鵝肉店,25.02511116,121.46521515
4090,z2mf,豬血王子,23.47380066,120.45800018
4091,tw9y,寬郁美食,25.06391421,121.63235247
4092,gd7p,拿坡里 (民安店8104),25.0202969,121.4271828
4093,idbz,弘爺漢堡 (西屯四川店),24.16109825,120.6549456
4094,j5ju,艾堤斯cafe,23.8415177,120.59775067
4095,v3fv,蒸美味小籠湯包,25.17306051,121.43879191
4096,yuyn,Veg Out無肉早餐,24.9627219,121.3211043
4097,dt2f,米撰雞腿壩王便當 (台中西屯店),24.181655,120.6362372
4098,xvtj,初心·大義,25.1384277,121.4644992
4099,q1ng,胖胖輕食早午餐,24.0550342,120.43544875
