,shopcode,shopname,shoplat,shoplng
10511,e8rh,韓虎嘯 (SOGO百貨新竹店),24.8095064,120.97525151
10512,z2pe,三顧茅廬 (新莊中信店),25.05141206,121.44855427
10513,kgfh,武士炒飯 (楠梓後昌店),22.7118732,120.2950239
10514,p1wu,麥當勞 (S251 大溪慈湖店),24.88160733,121.288905
10515,y4rl,呷二碗,22.6651001,120.31999969
10516,txaz,一品居 快炒 醬燒的店,22.9856823,120.23572095
10517,ozgw,肯德基KFC漢堡廚房 (鳳山中山店),22.624599,120.35710437
10518,m1bx,悟饕池上飯包 (屏東千禧店),22.6762473,120.5005608
10519,z4zx,麥當勞 (S205 苗栗頭份店),24.6927742,120.91443355
10520,uc7l,豆豆屋甜品,25.09948676,121.75825133
10521,sl2t,愛吃布朗趣,24.2130124,120.5801625
10522,nt0h,ikiwi 趣味果飲 (台北信義店),25.0333781,121.5551336
10523,nu3k,高媽媽小餐館,22.79034085,120.28475515
10524,ks7d,天禾食酒棧,24.8032117,120.9979143
10525,a7uv,令茶堂(桂陽店),22.58185925,120.35681292
10526,y06k,Louisa 路易莎 (員林中山店),23.9584342,120.57072187
10527,l9wo,好記烤鴨e便當,24.6909923,120.9085671
10528,tss2,瑞哥雞肉飯,25.04766165,121.55229221
10529,p1ko,開源社香雞排 (中和景新店),24.9913265,121.51184255
10530,nura,A+E美食坊,22.7475415,120.3311142
10531,xliu,818悠活早午餐,25.1559447,121.4600755
10532,e8wz,弘爺漢堡 (霧峰福麗店),24.06108645,120.69538
10533,easj,小仁泉極品豆漿 (中科西屯店),24.18844875,120.61716088
10534,vuem,肯德基KFC甜點專賣店 (中壢環中東店),24.9633976,121.2569433
10535,ec26,Pasta Hut義大利麵 (新店安一店),24.9533022,121.493153
10536,s1qu,三媽臭臭鍋 (台南關廟店),22.95971811,120.3286008
10537,aqac,風鳥堂 (台南歸仁店),22.9274481,120.2901543
10538,pxe0,蓮中素食餐廳,24.23782165,120.55984292
10539,pkbj,肯德基KFC炸雞廚房 (新北八里店),25.1454557,121.399527
10540,u6qs,筱芸永和豆漿 (新莊化成店),25.0573365,121.46558261
10541,qg66,漫時光早午餐 (大雅中清東店),24.2197312,120.6485602
10542,raoy,雲斯咖啡食光,25.0393869,121.2918514
10543,a0jq,弘爺漢堡 (屏東建豐店),22.67537044,120.50819905
10544,hevx,翻白眼鬆餅 (桃園中路店),24.9958465,121.2965158
10545,of1j,消磨蒔光餐酒館 KT cafe bar,23.0437862,120.1994182
10546,e7dp,六年五班熱壓吐司,24.93740082,121.36499786
10547,xjdn,達美樂Domino's (汐止福德一路店),25.06681594,121.6364733
10548,rytl,烏龍麵所 (台中豐原店),24.25349515,120.7222676
10549,rqmn,氷物語豆花,25.14504515,121.3986316
10550,wvkw,饗稻狀元糕 (新北三重店),25.07687105,121.48380319
10551,fxb2,鵝肉周,25.0678047,121.6645318
10552,lep5,八方雲集 (台南關廟店),22.96266052,120.32786793
10553,e9rc,克里姆早午餐 (高雄新民店),22.65238592,120.32320295
10554,jqgr,三分春色 (楠梓藍昌店),22.7258281,120.2917087
10555,pcpj,松屋 (新莊中平店),25.0510978,121.4446834
10556,i9k0,茶米茶 (台南中山店),23.0310339,120.25590035
10557,qmwm,金乃家台灣炸牛專賣店 (桃園藝文店),25.01836033,121.29857973
10558,a0wy,楓拉麵(烏龍),24.7981355,120.9964925
10559,paiz,蕃茄村早餐店 (台南崇德店),22.9622911,120.227633
10560,v4k7,咔咔雞 (高雄大社店),22.7293166,120.34720685
10561,h7qw,非晉餐廚 (竹北勝利店),24.8216556,121.0267225
10562,y8ub,大智街古早味雞肉飯甜不辣,25.0724981,121.4893521
10563,okq4,Pasta Hut義大利麵 (竹北六家店),24.8120733,121.0253541
10564,k1je,大爺鹽酥雞 (新竹夢想店),24.8179241,120.97299
10565,xl5g,武聖古早味大腸包香腸 關東煮,23.0068805,120.1960012
10566,ps1b,豬一十五 (竹北三民店),24.83388,121.01074937
10567,unnm,唐璞烘焙坊 (林口總店),25.08509318,121.40602977
10568,y7yx,小飲品,24.69712774,120.90334186
10569,uz8n,早ㄤㄤ早餐 (南區高工店),24.11317479,120.66170993
10570,jf5g,冰塔 (台南大灣店),22.9990966,120.2526609
10571,qe90,鮮自然 (台南灣裡門市),22.9248715,120.1826575
10572,ecem,越南脆皮烤豬肉,24.30918665,120.7273052
10573,ixlu,鬼匠拉麵 (台中南屯店),24.1427409,120.6490878
10574,dc6h,天香皇品風味鍋 (苗栗苑裡店),24.4404473,120.6529008
10575,yv97,雞毛屋早午餐,24.1709918,120.6652755
10576,p2dc,進發家 (三重三和店),25.07073398,121.496298
10577,ddqd,霸王功夫雞專門店 (內壢中園店),24.96825334,121.2362317
10578,z1xu,藍盤子 (楠梓德賢店),22.725833,120.30032155
10579,rz3e,勁請享用健康廚房 (楠梓新店),22.72817204,120.32586141
10580,r4f8,香港三兩三燒臘店,24.1752049,120.6448934
10581,e1lr,塔帕司 T.pas早午餐,23.95630907,120.56936295
10582,o424,遇見和食 (中車鐵鹿店),24.13678034,120.6869244
10583,h4z3,Frozenheart凍心炸冰淇淋 (台中后里店),24.3092323,120.72245445
10584,o26r,62海產粥、螃蟹粥,22.99942317,120.15221448
10585,a7cx,九湯屋日式拉麵 (新北龍安店),25.0184854,121.42473695
10586,xdax,龜山麵食館,24.99686075,121.3379845
10587,h1ep,柒囍火鍋公司,25.043194,121.449398
10588,n7ru,城市漢堡 (大里大明店),24.1148204,120.677656
10589,n37p,Mister Donut (西屯家樂福門市),24.18417802,120.61486854
10590,ko79,瓦克茶飲 Walker tea shop,23.98055522,121.60652889
10591,qt2h,潮店茶飲,23.9321367,120.6027825
10592,eu04,二哥串烤 (新北新莊分店),25.0505419,121.4581544
10593,ly4v,cama café (竹北縣政店),24.82744844,121.0087486
10594,cgtu,包公府私房麵大蠻碗麵館,25.0590326,121.5214227
10595,zgpl,Tortiya PAPA馬鈴薯混蛋專門店,25.0525912,121.54011763
10596,wbi3,東發道炒飯麵 (新莊新泰店),25.0344907,121.4492702
10597,y5ah,覺客 (竹北店),24.83169984,121.00821687
10598,poij,南華中日複合式料理,22.628887,120.3026277
10599,nlda,大勝早午餐 (南門店),24.673003,121.7653634
10600,tq4u,尚欣Roy,24.251475,120.7127242
10601,f6bo,南臺灣雞肉飯,24.82369582,121.02700166
10602,e8jw,三顧茅廬 (竹南站前店),24.6864103,120.87840345
10603,hv1w,明洞海苔飯捲 (台中逢甲店),24.18102275,120.64504132
10604,yyky,日墨咖啡 (西區勤美店),24.1488789,120.662792
10605,m4rf,蔡家虹手作三明治,25.0405464,121.4455067
10606,b9ur,秉峯鍋燒麵 (台中霧峰店),24.06456636,120.6971847
10607,f1uu,三哥快炒,24.68908036,120.90690149
10608,htoe,龜記茗品 (台中精誠店),24.15248305,120.65512155
10609,umro,嘉洲食坊新加坡美食,22.9893329,120.202671
10610,kx90,炒麵炒麵,24.1592148,120.67419996
10611,a27y,芳珍蔬食-素食專賣(淡水學府店),25.1694951,121.4480232
10612,qkcf,炒飯匠 (小港永義店),22.566466,120.350621
10613,rhee,果漾,25.04716695,121.44695745
10614,c9vu,少爺手作蛋餅專賣 (台南鹽行店),23.04064997,120.24094145
10615,fj6c,黔味米線 (泰山店),25.0586385,121.43108705
10616,zzed,冰庫 刨冰、雪花冰,23.0300783,120.2577477
10617,zp5h,品瑄清燉排骨河粉,25.0705711,121.629453
10618,wfzt,傳統小吃,23.98554949,121.59542451
10619,e9tq,渝小面 (後昌新路店),22.7198564,120.29154795
10620,dg37,正忠排骨飯 (台中福科店),24.1839336,120.62050325
10621,tri5,斑鳩的窩 (嘉義家樂福店),23.4711973,120.4319822
10622,s1m9,晨間廚房 (安南海佃店),23.05210054,120.1796199
10623,yvxa,米寶弁当 (高雄鼎力店),22.6622108,120.322035
10624,c8dr,喜得炭火燒三明治 (高雄南正二店),22.5983469,120.3328528
10625,tr5n,米奧咖啡,24.249429,120.715121
10626,n1tb,大道咖啡Avenue cafe,23.9494917,120.56827675
10627,a7tj,粉圓去那兒-黑糖坊,24.6742732,120.86344972
10628,do4h,早安305,24.6917719,121.76396042
10629,si3f,悟饕池上飯包 (台東新站店),22.7924856,121.1248207
10630,f5ms,簡單生活 (新竹中正店),24.8165138,120.9575989
10631,s8ch,Mix Egg混蛋土司 (台南九份子店),23.02178735,120.18564685
10632,gbrp,范 姐妹異國料理 2號店,25.0329783,121.4496451
10633,a0tj,三味巧台灣小吃 (高雄右昌店),22.71150017,120.28900146
10634,y3zt,ORIENS BREAKFAST CAFE,25.0154416,121.4757112
10635,g9dx,粗飽食堂,22.6100015,120.3435333
10636,w4li,Tino's Pizza Cafe 堤諾比薩 (高雄三民店),22.66272466,120.31184787
10637,a2vk,50嵐 (竹北正東店),24.83530045,121.01300049
10638,qksa,赤魂餐車,23.937061,120.576713
10639,zo6m,神拌麵 (台中大肚店),24.15071821,120.5454983
10640,v42t,台客炒飯,25.0216001,121.4267903
10641,rukp,鱻味 蝦仁飯 魚丸湯,24.147253,120.65300173
10642,z1e2,昕奇吉拿棒,24.84311313,120.9950183
10643,yev6,草莓屋早餐/傳香飯糰,22.0047211,120.7435306
10644,olb7,刁四麻辣燙 (台北士林店),25.0891425,121.5261107
10645,gxfj,Louisa 路易莎 (金門金城店),24.4409978,118.32229525
10646,f1vs,士東甜不辣肉圓,25.11203355,121.52812685
10647,tape,鍋牛鍋物 (新竹民族店),24.8069055,120.9756096
10648,jhww,麵線陳 (台北車站旗艦店),25.04596404,121.5150716
10649,shtc,無名冰舖,24.8289181,121.004778
10650,qz48,饗日初早午餐,25.03113593,121.56021297
10651,md78,沐沐早餐,24.3468573,120.621879
10652,b1ev,草本茶 (新竹埔東店),24.79538665,120.9418212
10653,wc33,火鍋雞湯,25.0635776,121.4843294
10654,vhyp,喜多屋丼飯食堂 (左營自由店),22.6679282,120.30949735
10655,oi0q,浮誇冰品不正規熱品 (冰品、豆花、湯圓、牛奶冰、日式、台式、美式、韓式、高蛋白、增肌減脂、蒟蒻、椰果、珍珠、芒果、紅豆湯、綠豆湯、雪花冰),25.03908629,121.44825525
10656,ce1k,烏柒鍋燒麵·金sushi.壽司.關東煮,24.139018,120.6995103
10657,a2zo,亂烤南勢店,24.98760033,121.51200104
10658,g1r8,大眾廟蚵仔麵線,25.0382942,121.45693278
10659,n8bz,向上游丼,24.2262519,120.5755523
10660,z9wt,妙承烏醋麵、骨仔肉湯,25.0744479,121.48969014
10661,k6jj,湯霸臭臭鍋 (淡水總店),25.1780894,121.4458341
10662,pegn,偉哥鹽酥雞 (東海國際店),24.1872368,120.5956174
10663,k2no,三商巧福 (4471虎尾店),23.7050834,120.42689297
10664,y2pj,摩斯漢堡Mos Burger (台中公益店),24.15141322,120.6374404
10665,z0re,家傳秘滷,25.05730992,121.4877285
10666,ajb0,胖老爹美式炸雞 (平鎮金陵店),24.9291401,121.2272329
10667,lebe,泰琳泰式異國料理 (北區中友店),24.1526119,120.6847265
10668,u3mw,STARBUCKS 星巴克 (新竹日光門市),24.785476,121.0188344
10669,l9nf,祂說早午餐 (桃園介壽店),24.912231,121.2892033
10670,govp,越鄉料理,22.70537562,120.347375
10671,g1to,陳媽咪飯糰 (台南延平店),23.0141067,120.2127371
10672,lki3,海上鮮宴會館,24.57073697,120.82069854
10673,uti9,花蓮一品香扁食 (板橋龍泉店),25.02402285,121.457745
10674,s9ex,橘貓私廚,22.6196541,120.383457
10675,y0wf,台北江麻辣臭豆腐 (台中向上店),24.14675921,120.65179995
10676,sgb9,裸湯拉麵,25.0402979,121.5480651
10677,no4x,荳荳印尼商店,24.206874,120.560281
10678,i1cw,八方雲集 (鹿港復興店),24.0558884,120.4380792
10679,bszw,東來炒羊肉(光復店),24.7857873,121.0144855
10680,nf50,傳齊(川味)牛肉麵,23.7242308,120.57972039
10681,hv99,呷尚寶 (小港漢民店),22.5670084,120.360001
10682,xprb,深巷有酸菜漁,24.089417,120.695952
10683,i1rh,好了啦紅茶冰 (苑裡大同店),24.4408883,120.6525011
10684,mwxo,有饃有樣肉夾饃 淡水店,25.17044222,121.4445136
10685,sbsi,葵媽麵館,25.1789028,121.4373135
10686,flb8,萬波島嶼紅茶 (彰化花壇店),24.0259467,120.5402006
10687,u9ns,正好吃松鹽酥雞 (高雄德祥店),22.7267009,120.3086922
10688,mbh0,張鴨肉麵店,24.68770412,120.91101385
10689,u2ap,白巷子 (高雄藍田店),22.7275406,120.281595
10690,jgav,拉亞漢堡 (楠梓清豐店),22.7378389,120.3321559
10691,pzcy,十興麵食,24.8250258,121.0327534
10692,forl,九曜茶 (嘉義朴子店),23.4638186,120.24093549
10693,egiw,立可吉拿棒,25.0183061,121.29863585
10694,yxn5,台灣番鴨牧場 (桃園大江店),25.00670753,121.2324816
10695,awc4,慕飲客 MNC,23.4626148,120.4561937
10696,pwd1,蛋白盒子健康低卡餐盒 (三重龍門店),25.07136681,121.49484425
10697,wx6j,戰鬥雞-油雞/醉雞 輕食 (淡水淡大店),25.17741775,121.4484035
10698,e1qd,莊家火雞肉飯 (大里草湖店),24.07994717,120.69867315
10699,uq6o,買雞湯,22.6131772,120.3452885
10700,a0tt,古早味碳烤,22.64450073,120.33200073
10701,k4di,壹食堂日式咖哩,23.0152531,120.2527186
10702,a0rt,林記飯館 (台中梅亭店),24.16036991,120.6816352
10703,qqso,肯德基KFC漢堡廚房 (桃園萬壽店),24.9934554,121.33187588
10704,j9jd,闆娘來了,22.6207218,120.35502511
10705,yt7z,田福鑫安 涼皮肉夾饃,24.22976368,120.57054844
10706,t2nw,T4清茶達人 (豐原中山店),24.248918,120.715209
10707,snlz,悟饕池上飯包 (虎尾圓環店),23.7102669,120.4377104
10708,clpy,家香烤肉飯,25.17927674,121.4490365
10709,owu1,昱香排骨飯,22.71214593,120.28606736
10710,iiqy,八辛吉手作麻辣 (台南鹽行店),23.0403968,120.2402407
10711,ruol,戰鬥雞-油雞/醉雞 輕食 (松山光復店),25.04594805,121.55936287
10712,ps5p,上介青生猛活海鮮,25.064523,121.6326836
10713,sgly,學府牛肉麵,24.7967969,120.98402063
10714,r7py,爭鮮迴轉壽司 (石牌店),25.11581498,121.51560094
10715,uae1,褒忠香香海產店,22.642021,120.3325061
10716,pdc9,霸王功夫雞專門店 (花蓮中山店),23.98640764,121.60207125
10717,cgu9,畢老爺,25.0899559,121.4776636
10718,s3pw,漁翁千層可頌 CrispyTaiyaki (中和中正店),24.9937254,121.5010439
10719,vhy3,咚咚-牛丼·烏龍麵 x Just Kitchen (三重蘆洲店),25.067292,121.489935
10720,tpq4,雞二遊戲鹽水雞 (台中嶺東店),24.138359,120.6112993
10721,zm2o,Pizza Hut必勝客披薩專賣店 (台中豐原店),24.2529145,120.72169185
10722,t2op,樂錢嘟涮涮鍋 (新北泰山店),25.0605449,121.433875
10723,vbzr,麥味登 (台中學府店),24.128785,120.674326
10724,ycdm,cama café (新店中華店),24.967628,121.540242
10725,cm2s,甘泉魚麵 (嘉義仁愛店),23.46922099,120.44280845
10726,b1ao,50嵐 (台中向上一店),24.14669873,120.65583085
10727,dli4,反轉厚奶酥 (新北淡水店),25.17722321,121.45134242
10728,z4ox,傻師傅湯包 (桃園龜山復興店),25.0585663,121.3679569
10729,dv3y,蚨氣小館,24.98927357,121.51066503
10730,my8f,里歐早午餐 (鳳山和成店),22.59033946,120.3380894
10731,veir,血盅紅 麻辣鴨血豆腐&鍋燒麵 (大安延吉店),25.0427407,121.5542356
10732,zavi,麥味登 (虎尾四維店),23.70294484,120.42670756
10733,jl98,酸奶多 (竹北博愛店),24.83482347,121.00774265
10734,f9ip,TWO SHOTS (台北古亭店),25.02691634,121.5231213
10735,cgq0,伊府將鍋燒 (金門店),24.435288,118.31849
10736,j108,正港本丸,22.63102474,120.32776135
10737,vmqt,啾吸凍檸茶飲專賣店 (台中建成店),24.12771505,120.72358323
10738,ysdn,匠記烤鴨,24.1823822,120.6412912
10739,fwda,老師ㄟ麵LAOSHIAIMI,22.6241517,120.2846849
10740,c2fe,饗夜食堂 (金門金城店),24.43068967,118.32134008
10741,x2tv,極品臭臭鍋,24.1803495,120.61940598
10742,i12x,頂鮮食福飯麵館,24.1813754,120.5930242
10743,m4rh,林家粉圓冰 (宜蘭泰山店),24.7516149,121.7382833
10744,mb3f,小時候飯麵館 (大寮中正店),22.61775565,120.38621034
10745,t4vz,達美樂Domino's (民雄文化店),23.5526329,120.4298339
10746,ms0g,珍味齋健康蔬食複合式素餐館,25.0419852,121.4594172
10747,p3tq,迷客夏 Milksha (臺中沙鹿店),24.24309365,120.56146668
10748,hdsg,可不可熟成紅茶 (高雄林園店),22.5064756,120.3935507
10749,qmdo,好日子早午餐,22.6091274,120.3319764
10750,wiic,美而美早餐店 (岡山岡燕店),22.79183231,120.3034231
10751,y7qr,Mr.布魯-水煮健康餐 (台南南大店),22.98661576,120.21261
10752,sk3n,魏家便當,23.70396463,120.42466103
10753,gtgn,水田71,24.81520255,120.96750605
10754,y5zw,黃家粉圓,22.63434333,120.2924978
10755,a9gl,克里姆晨食 (嘉義店),23.46439934,120.44499969
10756,q5wr,五桐號 WooTEA (羅東公正店),24.67798822,121.7730836
10757,scyj,古早味大腸豬血湯,22.5691967,120.3583593
10758,ye7z,郁昂清水米糕,24.17408126,120.66884443
10759,invq,山河魯肉飯,24.1428612,120.6789154
10760,kr9f,容容旗魚黑輪,22.6505867,120.3316177
10761,joyu,絲（菜）瓜粥,22.6182093,120.3850386
10762,htsx,伍伍貳奶蓋芋頭西米露專賣店,22.6372654,120.3461796
10763,s9sq,悠刻早午餐 (嘉義北門店),23.4846179,120.4523806
10764,dva2,大吉先生 Bakesmith -綿豆漿古早味蛋糕,25.0223242,121.5437557
10765,l5k3,承家祖傳滷肉飯,25.00025073,121.51817275
10766,gd8v,龍華包子,25.0914813,121.4714752
10767,v2aa,Jiate (台北南港店),25.05576922,121.61118742
10768,s92k,三合噮,22.572417,120.36497928
10769,ozkq,泰式便當,22.6067816,120.3059208
10770,b8ln,西瓜王子鮮榨果汁 (宜蘭總店),24.7520817,121.7498024
10771,f9ev,烏弄 (內壢長春店),24.9784782,121.2489602
10772,xs7j,弘爺漢堡 (台中香菜店),24.1738367,120.7147346
10773,mwk2,阿寶晨食館 (台中南門店),24.122506,120.680256
10774,v5xp,幸福旗魚麵線羹,25.13160245,121.73915185
10775,q0u8,RUKO BURGER (新北林口店),25.07273151,121.3729194
10776,cd4m,李記南台灣鱔魚麵 (桃園大園店),25.06667841,121.19834216
10777,o6dx,STARBUCKS 星巴克 (永華門市),22.9886007,120.18729155
10778,c7va,三媽臭臭鍋 (神岡社口店),24.24750063,120.6890732
10779,shbl,唯滋手作早午餐 (台南總店),23.18223645,120.251485
10780,v7gi,TNT美式炭烤牛排 (新北三重店),25.0682313,121.49174435
10781,dfcj,徐媽媽蔥油餅 總店,23.9815187,121.6023776
10782,qb0t,鼎味寶藍菠雞 (芬園社口店),24.0158838,120.62866018
10783,unvo,鴨肉李 (屏東公館店),22.6372709,120.48444328
10784,d0yj,米里mini (台南平通店),22.99317033,120.17463722
10785,e7jb,麻布健康屋,22.64522888,120.3281596
10786,o1fo,御鼎極品豬腳 (台中大墩店),24.1497306,120.64985312
10787,emc8,粵旺燒臘便當,22.7080394,120.299718
10788,y4uk,樂玩親子餐廳,24.80937585,121.0301592
10789,u9uc,良記燒肉雞捲粥舖,25.065287,121.49091
10790,bp58,七欣魯肉飯 (新北蘆洲店),25.0835493,121.4728176
10791,f6cx,STARBUCKS 星巴克 (竹北自強門市),24.8153693,121.0243529
10792,d0xc,菊正,25.17941504,121.43721016
10793,mwbq,好了啦紅茶冰 (板橋八德店),25.0260072,121.4759911
10794,ibg2,饗點什麼,25.0859852,121.474132
10795,y4bx,晨堅 雞肉鋪,25.0482663,121.4536439
10796,a0fz,黃家宜蘭手工包子,25.05855317,121.46530262
10797,sy71,三商巧福 (4241愛買楊梅店),24.9082194,121.16744975
10798,d7so,摩斯漢堡Mos Burger (澎湖店),23.5629183,119.565281
10799,l6kk,早安有喜 (彰化崙平南店),24.0630099,120.52715
10800,c134,南屯市場鵝媽媽,24.13872399,120.63906355
10801,bt95,藍爸厨房,24.9039941,121.277847
10802,n6wk,Pimo’s Cafe 皮莫咖啡,25.055067,121.539191
10803,m8y8,老江紅茶牛奶 (鳳山維新店),22.624673,120.3612041
10804,yjsc,早億點,22.727861,120.319263
10805,c0nx,臺灣麵·雞飯 (高雄建工店),22.6529371,120.3292849
10806,p1f1,很秋鍋物 (新北新莊店),25.048234,121.444981
10807,a5mb,老賴茶棧 (樹林站前店),24.99097792,121.42490915
10808,y779,土庫鴨肉富當歸鴨 (新莊中平店),25.0441242,121.4448042
10809,k3p0,吃茶咖(重慶烤魚、酸菜魚(鱘龍魚)正宗川菜熱炒、飲料、咖啡、火鍋、麻辣火鍋)川味休閒餐飲,25.04149636,121.44609825
10810,x0db,拉亞漢堡 (新市中興店),23.0783737,120.2945478
10811,eiak,嘰嘰喳喳脆皮雞蛋糕,24.8337893,121.0110479
10812,a9tz,麥味登 (高雄山明店),22.56570053,120.36599731
10813,hjl3,Miss V Bakery (台北敦北店),25.0587805,121.5485585
10814,h63b,金好佳雞肉飯,24.2226949,120.5776478
10815,t4vj,美寶堡炒泡麵,25.06719597,121.4342479
10816,d9jp,Mister Donut (新北景安門市),24.9938239,121.50463315
10817,aqc7,檸檬草美食茶房 (新莊店),25.0325536,121.4346287
10818,d1in,50嵐 (員林大道店),23.9497517,120.56556203
10819,bvhh,CoCo都可 (新莊輔大店),25.0306977,121.4341709
10820,b5lb,您好早餐,24.67777755,121.76344345
10821,a4mf,鄰家飯麵館,25.1401457,121.709849
10822,p8mk,老地方海產店,24.0679021,120.69868895
10823,ju5p,麥味登 (楠梓創新店),22.74980399,120.33164453
10824,n9ac,八方雲集 (新莊後港店),25.0264857,121.4265678
10825,p83y,家後古早味 (台北臨江店),25.0295006,121.55613777
10826,d6pm,Mister Donut (汐止遠雄門市),25.0622143,121.6481928
10827,mc9z,阿寶肉焿大王,24.95591815,121.23829235
10828,c19r,讚不絕口 (台中東海店),24.1803508,120.5916088
10829,v9a5,下港老麵攤,25.0486453,121.452398
10830,dsgc,家味鮮熱炒店,25.1433576,121.72603249
10831,qxu7,福州兩相好創始店,25.15876185,121.43488549
10832,rxqo,五鍋霸小火鍋,25.07996269,121.59265022
10833,j9uy,倍斯巴克飲品 (三重五華店),25.0835485,121.4919267
10834,o4sd,臥龍拉麵,22.66114645,120.30611724
10835,bndx,豬多好室 (新竹清大店),24.7980773,120.9977464
10836,f56d,礁溪食堂,24.8220543,121.7712703
10837,op9q,虎林炸雞蔥抓餅,25.04024679,121.57669439
10838,y8mf,安柏林鐵板燒,25.047971,121.44747423
10839,o7zm,好味登早餐店,23.9829992,120.6866914
10840,uwx4,四季春蔬食,23.9613259,120.5683887
10841,f3mx,樂茶,24.1713925,120.7098981
10842,el0t,Pizza Hut必勝客披薩專賣店 (桃園青埔店),25.00819349,121.20270507
10843,mxiq,銀鈎韓式鍋物銅盤烤肉,24.1823716,120.6444372
10844,e7yd,八方雲集 (員林員農店),23.95562288,120.58000525
10845,y7ds,濰克早午餐 (台南長榮店),23.00483686,120.22263694
10846,v5fc,圓點鮮果茶,24.13881593,120.60978798
10847,wf0b,Fancy Poke 夏威夷生魚飯 (台北西湖店),25.0839156,121.5678279
10848,p0jj,Pizza Hut必勝客 (屏東東港店),22.46343018,120.45990837
10849,lqcx,旺旺餃子館,25.0498642,121.4471439
10850,d4js,麥當勞 (S217 泰山泰林店),25.06117471,121.4334439
10851,scrm,蘋果村親子餐廳,24.69374333,120.91521296
10852,uaox,沈記溫州大餛飩,24.95934405,121.50989177
10853,pnnb,戲魚酸菜魚 (竹北成功店),24.82071747,121.0234029
10854,qp31,巴特手作晨食 (彰化總店),24.07098202,120.54273987
10855,d5ds,惹鍋 (台中豐原店),24.26413207,120.72346185
10856,rl6t,福多多清粥小菜,25.17123205,121.44572813
10857,ejr7,達利早餐Daily Breakfast (三重三民店),25.0678767,121.4792985
10858,mt5r,鮮茶道 (新莊龍安店),25.02240494,121.41481684
10859,yqjy,柒·伴早午餐,23.029946,120.2515022
10860,d2xm,50嵐 (汐止大同店),25.06539655,121.653647
10861,b1mb,品妡烘焙坊,24.99670091,121.50061656
10862,h8qs,吉蜂蒸餃 (逢甲文華店),24.17502953,120.64455587
10863,v0a5,可不可熟成紅茶 (林口三井店),25.0706283,121.3676199
10864,xc5n,老饕小火鍋,23.7056552,120.4298527
10865,nm0t,味佳奇早餐店,25.0810878,121.5107193
10866,f15v,找餐店 (淡水北新店),25.1794379,121.4486954
10867,rco1,Pasta Hut義大利麵 (泰山明志店),25.06231115,121.43310826
10868,y6zm,Pizza Hut必勝客 (新莊富國店),25.0245564,121.4243448
10869,o8up,火鍋家族外帶專賣店,23.99465275,121.60628657
10870,rpd4,紅茶媽媽 (桃園龜山店),24.9948028,121.3400511
10871,w02q,好十牛排,24.83377868,121.01080845
10872,g4gz,吳家達人炒飯,22.56732119,120.35311598
10873,ykbj,炸酥一點鹹酥雞,22.6623081,120.2940816
10874,un8t,摩斯漢堡Mos Burger (羅東車站店),24.6779011,121.77473885
10875,xfrf,東饌池上飯包 (復興店),24.9902058,121.30366795
10876,r0wp,一隻小牛,24.5843934,120.82513422
10877,pzjg,NENE CHICKEN (三重文化店),25.06376865,121.49951405
10878,altt,鴨肉李麵店,22.7215464,120.2962019
10879,cqik,錢都 (竹北光明店),24.8317291,121.0103183
10880,c583,銅享鐵路便當 (前金自立店),22.6346074,120.2977049
10881,i48n,大三圓麵線糊,22.5639428,120.3355556
10882,sf0x,廟口蚵仔煎,24.34597524,120.623006
10883,z6kc,鮮茶道 (三峽文化店),24.93613462,121.37242125
10884,c4ms,觀世音素食,24.0774202,120.5392022
10885,hoq3,麥味登 (台南勝利店),22.9946558,120.2179159
10886,d6oa,阿開沐沐早午餐,24.9364471,121.28656415
10887,phva,泰琳快炒餐盒 (北區中友店),24.15262825,120.68463351
10888,b7ri,荳荳冰工廠,24.1814177,120.5922353
10889,b7ko,麻里麻里,23.04044985,120.24043213
10890,gb2d,南勢街腳庫飯 (員林莒光店),23.96147,120.5666317
10891,zwd5,辣些年川味私廚,23.9637872,120.4801598
10892,u3k5,餓餓彡日式咖哩飯 (鳳山五甲店),22.59588565,120.3261168
10893,cudh,悟饕池上飯包 (三民陽明店),22.6452809,120.3426017
10894,zjnm,飯糰先生,23.00738914,120.1861989
10895,a4lj,魯十二滷肉飯 (新北新莊後港店),25.026625,121.42687421
10896,wwhg,十八號店臭豆腐 (新莊廟街店),25.03416446,121.45253443
10897,u3yf,東海當歸鴨,24.18174942,120.59234132
10898,blkg,月見町拉麵 (彰化中山店),24.0595188,120.534945
10899,q9el,弎代鹽水雞x86Donuts現烤甜甜圈 (新竹總店),24.8211082,120.95421176
10900,bux6,思狗尾寵物餐廳,22.70226838,120.35128322
10901,b3hd,陳記麵線 (桃園民族店),24.99192305,121.30920195
10902,z0el,轉雞炸物專賣店 (三重店),25.0633433,121.4952692
10903,r6gc,墨 居酒屋,24.1351539,120.64133551
10904,u4ze,老巫麵線糊,23.9614851,120.4801981
10905,ryie,林口忠孝米苔目 (新莊二代店),25.02545508,121.4243333
10906,mtz4,懿品小珍 (基隆新橫濱店),25.1483377,121.72479044
10907,np5n,Morni莫尼早餐 (花蓮新港店),23.97796525,121.6076483
10908,l0me,弘爺漢堡 (桃園芮蒔芬店),25.0763615,121.2581148
10909,emns,魯都香滷味 (基隆深溪店),25.1339718,121.78253272
10910,rve7,清邁小巷,24.124005,120.6599192
10911,kecl,達美樂Domino's (永康復國一路店),23.0078424,120.2462833
10912,m5hg,叭耶早午餐,22.54235351,120.5316453
